epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,4706.07,1.05449,0.54799,1.02914,0.97755,0.96259,0.98596,0.75575,0.94356,0.41659,0.98959,0.000208,0.000208,0.000208
82,4764.41,1.05059,0.54205,1.02463,0.9814,0.96258,0.98787,0.76129,0.93696,0.41271,0.98665,0.0001981,0.0001981,0.0001981
83,4821.23,1.03401,0.5307,1.0202,0.98257,0.9614,0.9877,0.76818,0.91578,0.411,0.98072,0.0001882,0.0001882,0.0001882
84,4879.16,1.04687,0.53702,1.02135,0.97914,0.9614,0.98819,0.76874,0.917,0.40904,0.97846,0.0001783,0.0001783,0.0001783
85,4937.03,1.03824,0.53485,1.0235,0.9793,0.96275,0.98829,0.76927,0.90895,0.4063,0.97522,0.0001684,0.0001684,0.0001684
86,4994.8,1.03808,0.53366,1.0206,0.9766,0.96656,0.98803,0.76996,0.90564,0.41164,0.97901,0.0001585,0.0001585,0.0001585
87,5052.15,1.03712,0.5309,1.01619,0.97791,0.96327,0.98764,0.77164,0.89679,0.41135,0.9741,0.0001486,0.0001486,0.0001486
88,5110.6,1.02912,0.53204,1.01794,0.97725,0.9646,0.9873,0.76981,0.90405,0.41552,0.97769,0.0001387,0.0001387,0.0001387
89,5168.4,1.02469,0.52561,1.01726,0.97811,0.96281,0.98725,0.77108,0.90256,0.41219,0.97769,0.0001288,0.0001288,0.0001288
90,5224.99,1.00769,0.51557,1.01259,0.98069,0.96218,0.9869,0.77338,0.90287,0.40943,0.97721,0.0001189,0.0001189,0.0001189
91,5277.07,0.85501,0.41434,0.9455,0.98025,0.95795,0.98707,0.76748,0.91243,0.41141,0.97734,0.000109,0.000109,0.000109
92,5323.01,0.83582,0.39636,0.93781,0.97896,0.9593,0.98591,0.76555,0.91599,0.41,0.97989,9.91e-05,9.91e-05,9.91e-05
93,5368.76,0.82234,0.3886,0.93461,0.97793,0.96397,0.98753,0.76961,0.90956,0.40506,0.9756,8.92e-05,8.92e-05,8.92e-05
94,5414.6,0.80926,0.3839,0.93156,0.97921,0.96421,0.98722,0.77294,0.90113,0.4051,0.97342,7.93e-05,7.93e-05,7.93e-05
95,5460.07,0.80331,0.38208,0.92769,0.9798,0.96351,0.98732,0.77557,0.89542,0.40067,0.97159,6.94e-05,6.94e-05,6.94e-05
96,5506.94,0.80019,0.37867,0.9213,0.97796,0.96536,0.98718,0.77918,0.89146,0.39897,0.97027,5.95e-05,5.95e-05,5.95e-05
97,5553.38,0.79482,0.37542,0.92274,0.97766,0.96728,0.9875,0.77986,0.89101,0.397,0.97095,4.96e-05,4.96e-05,4.96e-05
98,5599.28,0.78884,0.37196,0.91859,0.97976,0.96772,0.98804,0.77851,0.89424,0.39437,0.97137,3.97e-05,3.97e-05,3.97e-05
99,5644.57,0.78394,0.37036,0.921,0.97975,0.96777,0.98846,0.7798,0.88883,0.39554,0.96923,2.98e-05,2.98e-05,2.98e-05
100,5690.45,0.77962,0.36658,0.91657,0.97822,0.96807,0.98832,0.7808,0.88491,0.39467,0.96801,1.99e-05,1.99e-05,1.99e-05
