epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
6,660.568,1.37367,0.88632,1.25343,0.8317,0.75965,0.85193,0.52535,1.34642,0.76185,1.22762,0.000901,0.000901,0.000901
7,771.536,1.33017,0.828,1.22588,0.81557,0.72493,0.83387,0.52075,1.3643,1.08213,1.2285,0.0008812,0.0008812,0.0008812
8,884.533,1.29262,0.80365,1.21055,0.80585,0.8687,0.90866,0.51722,1.44542,0.72234,1.23878,0.0008614,0.0008614,0.0008614
9,996.133,1.27028,0.77117,1.19537,0.90848,0.83174,0.90268,0.58247,1.26311,0.64881,1.20166,0.0008416,0.0008416,0.0008416
10,1107.58,1.23842,0.74096,1.18209,0.82429,0.89343,0.92307,0.61342,1.15752,0.66068,1.13368,0.0008218,0.0008218,0.0008218
11,1218.79,1.22332,0.72437,1.17193,0.90984,0.88722,0.93895,0.63955,1.17843,0.59297,1.14287,0.000802,0.000802,0.000802
12,1330.93,1.20766,0.71519,1.16883,0.8482,0.8959,0.92021,0.60532,1.2315,0.57899,1.15994,0.0007822,0.0007822,0.0007822
13,1442.13,1.19334,0.69361,1.1609,0.88133,0.88393,0.92648,0.62806,1.13927,0.56582,1.12219,0.0007624,0.0007624,0.0007624
14,1553.72,1.17788,0.68296,1.15647,0.851,0.88064,0.92807,0.62215,1.11468,0.56628,1.10357,0.0007426,0.0007426,0.0007426
15,1666.31,1.14987,0.66686,1.13836,0.89816,0.84687,0.92726,0.63201,1.12042,0.53593,1.10221,0.0007228,0.0007228,0.0007228
16,1779,1.14141,0.65973,1.13829,0.93557,0.898,0.94912,0.64984,1.06122,0.51867,1.08674,0.000703,0.000703,0.000703
17,1889.5,1.13156,0.64157,1.13274,0.88607,0.89601,0.93377,0.63948,1.17059,0.51751,1.12504,0.0006832,0.0006832,0.0006832
18,2001.86,1.12329,0.63444,1.12845,0.90452,0.91456,0.95645,0.68824,1.02152,0.50288,1.07871,0.0006634,0.0006634,0.0006634
19,2113.34,1.10856,0.62456,1.12004,0.88122,0.93511,0.94556,0.68303,1.01988,0.48868,1.07385,0.0006436,0.0006436,0.0006436
20,2225.12,1.08911,0.61542,1.10965,0.92473,0.92087,0.94858,0.67618,1.00675,0.4691,1.0655,0.0006238,0.0006238,0.0006238
21,2335.8,1.07838,0.60386,1.1045,0.91201,0.93535,0.96078,0.70436,0.99471,0.4664,1.05449,0.000604,0.000604,0.000604
22,2448.24,1.0775,0.60091,1.10585,0.89591,0.91643,0.94899,0.68615,1.05151,0.48458,1.07659,0.0005842,0.0005842,0.0005842
23,2558.98,1.06395,0.59383,1.1009,0.91418,0.94985,0.96268,0.6894,1.0328,0.46446,1.07578,0.0005644,0.0005644,0.0005644
24,2671.22,1.06114,0.5905,1.09612,0.94883,0.93493,0.97168,0.70376,0.99771,0.44978,1.054,0.0005446,0.0005446,0.0005446
25,2783.05,1.05184,0.58247,1.09483,0.96984,0.92975,0.96933,0.71385,0.97274,0.45027,1.05291,0.0005248,0.0005248,0.0005248
26,2894.88,1.03666,0.5727,1.08798,0.93081,0.93419,0.96562,0.70384,0.99555,0.44474,1.06268,0.000505,0.000505,0.000505
27,3005.63,1.02705,0.56467,1.08324,0.9387,0.94845,0.9815,0.72614,0.9286,0.42638,1.03506,0.0004852,0.0004852,0.0004852
28,3117.26,1.01699,0.55646,1.07427,0.95758,0.94356,0.97638,0.7195,0.95378,0.42889,1.04348,0.0004654,0.0004654,0.0004654
29,3228.61,1.00921,0.55131,1.07406,0.92776,0.94777,0.97388,0.72392,0.9457,0.42646,1.04033,0.0004456,0.0004456,0.0004456
30,3339.5,1.00144,0.54666,1.06955,0.95761,0.9549,0.98086,0.72707,0.93834,0.42323,1.03698,0.0004258,0.0004258,0.0004258
31,3451.74,1.00394,0.54392,1.07047,0.95413,0.95224,0.97282,0.73078,0.89996,0.41338,1.02137,0.000406,0.000406,0.000406
32,3563.12,0.98734,0.53339,1.06397,0.96174,0.94969,0.97403,0.74026,0.91656,0.40799,1.0351,0.0003862,0.0003862,0.0003862
33,3675.28,0.9813,0.52731,1.05826,0.97211,0.94716,0.98654,0.75042,0.88416,0.40236,1.02055,0.0003664,0.0003664,0.0003664
34,3787.18,0.97139,0.52428,1.05517,0.96376,0.96144,0.98625,0.75005,0.90056,0.40538,1.02792,0.0003466,0.0003466,0.0003466
35,3897.76,0.9632,0.51429,1.05193,0.9585,0.96649,0.986,0.75112,0.89253,0.39716,1.02408,0.0003268,0.0003268,0.0003268
36,4009.74,0.9552,0.5124,1.04782,0.96632,0.96684,0.98783,0.74423,0.88846,0.39389,1.0195,0.000307,0.000307,0.000307
37,4121.27,0.94687,0.50582,1.04507,0.97033,0.95302,0.98151,0.76474,0.86199,0.38807,1.01378,0.0002872,0.0002872,0.0002872
38,4232.02,0.94701,0.50365,1.04369,0.95,0.96235,0.97866,0.77289,0.84042,0.38398,1.00744,0.0002674,0.0002674,0.0002674
39,4343.33,0.93671,0.49879,1.04159,0.96748,0.95704,0.98063,0.76859,0.84578,0.3815,1.00764,0.0002476,0.0002476,0.0002476
40,4454.45,0.91981,0.49025,1.03097,0.96922,0.95842,0.98312,0.77403,0.83603,0.37871,1.00449,0.0002278,0.0002278,0.0002278
41,4545.71,0.74792,0.36908,0.9646,0.95838,0.96172,0.98247,0.76658,0.84631,0.37868,1.00615,0.000208,0.000208,0.000208
42,4631.2,0.72578,0.35684,0.95448,0.96859,0.95587,0.98458,0.77671,0.84315,0.37511,1.00572,0.0001882,0.0001882,0.0001882
43,4716.7,0.71702,0.35086,0.94887,0.97377,0.96518,0.98994,0.78161,0.83981,0.36768,1.00432,0.0001684,0.0001684,0.0001684
44,4802.33,0.70252,0.34235,0.94287,0.96677,0.97106,0.98488,0.78447,0.82496,0.36521,0.99939,0.0001486,0.0001486,0.0001486
45,4887.63,0.68952,0.33519,0.93576,0.96366,0.97448,0.98555,0.78494,0.82209,0.36212,0.99761,0.0001288,0.0001288,0.0001288
46,4972.97,0.67236,0.33222,0.93185,0.96984,0.96463,0.97919,0.78371,0.81887,0.35926,0.9984,0.000109,0.000109,0.000109
47,5058.79,0.66314,0.32514,0.92838,0.96678,0.96559,0.98006,0.78432,0.81861,0.35787,0.9978,8.92e-05,8.92e-05,8.92e-05
48,5144.29,0.65178,0.31882,0.91918,0.97174,0.97342,0.98642,0.78664,0.81931,0.36021,1.00186,6.94e-05,6.94e-05,6.94e-05
49,5229.39,0.63985,0.31393,0.91794,0.97314,0.97103,0.98581,0.78804,0.8188,0.3582,1.00014,4.96e-05,4.96e-05,4.96e-05
50,5315.37,0.63238,0.31023,0.91278,0.97332,0.97152,0.98603,0.7928,0.81224,0.35656,0.99826,2.98e-05,2.98e-05,2.98e-05
